Date,Dow,France,Germany,S&P 500,Hong Kong,NASDAQ,Korea,Japan,Shanghai,Philadelphia,Taiwan,Future,OpenChange,selfDef,kMeans
2015/6/25,-0.42,0.79,0.02,-0.3,-0.95,-0.2,-0.02,-0.46,-3.46,-0.09,0.84,1.02,5.61,0,0
2015/6/26,0.31,1.24,0.17,-0.04,-1.78,-0.62,0.25,-0.31,-7.4,-2.44,-0.15,-0.22,-103.61,2,2
2015/6/29,-1.95,-2.29,-3.56,-2.09,-2.61,-2.4,-1.42,-2.88,-3.34,-2.91,-2.39,-1.97,-12.83,0,0
2015/6/30,0.13,-0.59,-1.25,0.27,1.09,0.57,0.67,0.63,5.53,0.36,0.94,0.8,-11.26,0,0
2015/7/2,-0.16,0.45,-0.73,-0.03,0.12,-0.08,0.45,0.95,-3.48,0.5,0.04,-0.16,-9.74,0,0
2015/7/6,-0.26,-1.44,-1.52,-0.39,-3.18,-0.34,-2.4,-2.08,2.41,-1.52,-1.09,-1.12,22.37,3,3
2015/7/7,0.53,-2.01,-1.96,0.61,-1.03,0.11,-0.66,1.31,-1.29,-0.33,-0.06,0.42,-24.25,1,1
2015/7/8,-1.47,0.8,0.66,-1.67,-5.84,-1.75,-1.18,-3.14,-5.9,-2.62,-2.96,-3.24,-114.83,2,2
2015/7/13,1.22,3.0,1.49,1.11,1.3,1.48,1.49,1.57,2.39,0.77,1.34,1.34,27.66,3,3
2015/7/14,0.42,1.46,0.28,0.45,-0.41,0.66,-0.11,1.47,-1.16,1.08,0.09,-0.1,21.78,3,3
2015/7/15,-0.02,1.32,0.2,-0.07,-0.26,-0.12,0.66,0.38,-3.03,-0.62,0.14,0.52,8.56,0,0
2015/7/16,0.39,2.05,1.53,0.8,0.43,1.26,0.72,0.67,0.46,0.24,-0.13,0.31,18.71,0,0
2015/7/17,-0.19,1.11,-0.37,0.11,1.0,0.91,-0.53,0.25,3.51,-0.23,0.04,-0.04,39.02,3,3
2015/7/21,-1.0,-0.47,-1.12,-0.43,0.52,-0.21,0.5,0.93,0.64,0.05,0.34,0.96,-50.37,1,1
2015/7/22,-0.38,-0.22,-0.72,-0.24,-0.99,-0.7,-0.91,-1.19,0.21,-2.52,-0.97,-1.37,-53.34,1,1
2015/7/23,-0.67,0.32,-0.07,-0.57,0.46,-0.49,0.02,0.44,2.43,1.45,-1.43,-0.64,18.53,0,0
2015/7/24,-0.92,-0.21,-1.43,-1.07,-1.06,-1.12,-0.93,-0.67,-1.29,-1.99,-0.26,-0.79,-34.62,1,1
2015/7/27,-0.73,-2.44,-2.56,-0.58,-3.09,-0.96,-0.35,-0.95,-8.48,-0.72,-2.41,-1.89,9.74,0,0
2015/7/28,1.09,1.08,1.06,1.24,0.62,0.98,0.01,-0.1,-1.68,2.04,0.3,0.19,5.21,0,0
2015/7/29,0.69,1.6,0.34,0.73,0.47,0.44,-0.07,-0.13,3.44,0.13,-0.22,-0.64,3.75,0,0
2015/7/30,-0.03,1.52,0.4,0.0,-0.49,0.33,-0.91,1.08,-2.2,0.37,1.03,1.47,19.43,0,0
2015/7/31,-0.32,1.62,0.46,-0.23,0.56,-0.01,0.55,0.3,-1.13,-1.2,0.16,-0.43,-28.81,1,1
2015/8/3,-0.52,0.75,1.19,-0.28,-0.91,-0.25,-1.07,-0.18,-1.11,-0.3,-1.63,-1.43,14.03,0,0
2015/8/4,-0.27,-0.16,0.11,-0.22,-0.02,-0.19,0.97,-0.14,3.69,-1.11,-0.16,0.13,-5.92,0,0
2015/8/5,-0.06,1.65,1.57,0.31,0.44,0.67,0.09,0.46,-1.65,1.17,0.37,0.7,22.28,3,3
2015/8/6,-0.69,-0.09,-0.44,-0.78,-0.57,-1.62,-0.81,0.24,-0.89,-1.78,-1.09,-1.54,-40.55,1,1
2015/8/7,-0.27,-0.72,-0.81,-0.29,0.73,-0.26,-0.15,0.29,2.26,0.58,-0.09,-0.01,-31.66,1,1
2015/8/10,1.39,0.79,0.99,1.28,-0.13,1.16,-0.35,0.41,4.92,2.49,0.29,0.67,75.29,3,4
2015/8/11,-1.21,-1.86,-2.68,-0.96,-0.09,-1.27,-0.82,-0.42,-0.01,-2.27,-0.86,-0.97,-28.99,1,1
2015/8/12,0.0,-3.4,-3.27,0.1,-2.38,0.15,-0.56,-1.58,-1.06,0.58,-1.32,-0.75,1.58,0,0
2015/8/13,0.03,1.25,0.82,-0.13,0.43,-0.21,0.4,0.99,1.76,-1.04,0.34,0.06,3.4,0,0
2015/8/17,0.39,0.57,-0.41,0.52,-0.74,0.86,-0.75,0.49,0.71,0.98,-1.11,-1.06,23.66,3,3
2015/8/18,-0.19,-0.27,-0.22,-0.26,-1.43,-0.64,-0.62,-0.32,-6.15,-2.08,-0.44,-0.83,5.59,0,0
2015/8/19,-0.93,-1.75,-2.14,-0.83,-1.31,-0.8,-0.86,-1.61,1.23,-0.91,-1.9,-2.08,-13.16,0,0
2015/8/20,-2.06,-2.06,-2.34,-2.11,-1.77,-2.82,-1.28,-0.94,-3.42,-3.81,0.1,0.08,-87.86,1,2
2015/8/21,-3.12,-3.19,-2.95,-3.19,-1.53,-3.52,-2.01,-2.98,-4.27,-2.72,-3.02,-2.85,-67.29,1,1
2015/8/24,-3.57,-5.35,-4.7,-3.94,-5.17,-3.82,-2.47,-4.61,-8.49,-2.08,-4.84,-5.22,17.02,0,0
2015/8/25,-1.29,4.14,4.97,-1.35,0.72,-0.44,0.92,-3.96,-7.63,-1.23,3.58,3.16,-39.52,1,1
2015/8/26,3.95,-1.4,-1.29,3.9,-1.52,4.24,2.57,3.2,-1.27,5.04,0.52,0.46,47.04,3,3
2015/8/27,2.27,3.49,3.18,2.43,3.6,2.45,0.73,1.08,5.34,3.73,1.41,0.96,99.22,3,4
2015/8/28,-0.07,0.36,-0.17,0.06,-1.04,0.32,1.56,3.03,4.82,0.68,2.49,2.57,7.44,0,0
2015/8/31,-0.69,-0.47,-0.38,-0.84,0.27,-1.07,0.2,-1.28,-0.82,-0.47,1.94,1.25,-57.42,1,1
2015/9/1,-2.84,-2.4,-2.38,-2.96,-2.24,-2.94,-1.4,-3.84,-1.23,-3.42,-1.92,-1.74,-47.16,1,1
2015/9/2,1.82,0.3,0.32,1.83,-1.18,2.46,0.05,-0.39,-0.2,2.31,0.22,1.48,36.08,3,3
2015/9/8,2.42,1.07,1.61,2.51,3.28,2.73,-0.24,-2.43,2.92,4.42,0.19,0.58,95.72,3,4
2015/9/9,-1.45,1.44,0.31,-1.39,4.1,-1.15,2.96,7.71,2.29,-1.8,3.57,4.52,-39.28,1,1
2015/9/10,0.47,-1.46,-0.9,0.53,-2.57,0.84,1.44,-2.51,-1.39,0.41,-0.22,-0.86,2.57,0,0
2015/9/11,0.63,-1.04,-0.85,0.45,-0.27,0.54,-1.06,-0.19,0.07,0.08,0.45,-0.02,26.75,3,3
2015/9/14,-0.38,-0.67,0.08,-0.41,0.27,-0.34,-0.51,-1.63,-2.67,0.3,0.02,0.08,12.93,0,0
2015/9/15,1.4,1.13,0.56,1.28,-0.49,1.14,0.32,0.34,-3.52,1.21,-0.57,-0.46,38.14,3,3
2015/9/16,0.84,1.67,0.38,0.87,2.38,0.59,1.96,0.81,4.89,0.23,0.89,0.98,44.02,3,3
2015/9/17,-0.39,0.2,0.02,-0.26,-0.51,0.1,0.05,1.43,-2.1,-0.88,1.35,1.95,-17.98,0,1
2015/9/18,-1.74,-2.56,-3.06,-1.62,0.3,-1.36,0.98,-1.96,0.38,-1.66,0.2,-0.05,-57.64,1,1
2015/9/24,-0.48,-1.93,-1.92,-0.34,-0.97,-0.38,0.13,-2.76,0.86,-0.17,-0.86,-0.63,8.39,0,0
2015/10/13,-0.29,-0.97,-0.86,-0.68,-0.57,-0.87,-0.13,-1.11,0.17,-1.31,-0.07,0.01,-22.78,1,1
2015/10/14,-0.92,-0.74,-1.17,-0.47,-0.71,-0.29,-0.47,-1.89,-0.93,3.76,-0.53,-0.44,50.87,3,3
2015/10/15,1.28,1.44,1.5,1.49,2.0,1.82,1.18,1.15,2.32,0.96,0.93,1.03,-5.09,0,0
2015/10/16,0.43,0.59,0.39,0.46,0.78,0.34,-0.15,1.08,1.6,0.11,0.04,-0.02,23.84,3,3
2015/10/19,0.08,0.03,0.59,0.03,0.04,0.38,0.0,-0.88,-0.14,0.04,0.31,0.2,19.58,0,3
2015/10/20,-0.08,-0.64,-0.16,-0.14,-0.37,-0.5,0.45,0.42,1.14,-0.15,0.26,0.42,14.48,0,0
2015/10/22,1.87,2.28,2.48,1.66,-0.63,1.65,-0.98,-0.64,1.45,3.48,-0.01,-0.15,63.06,3,3
2015/10/23,0.9,2.53,2.88,1.1,1.34,2.27,0.86,2.11,1.3,1.15,0.76,1.13,33.0,3,3
2015/10/26,-0.13,-0.54,0.06,-0.19,-0.15,0.06,0.38,0.65,0.5,-1.98,0.82,0.48,-21.36,1,1
2015/10/27,-0.24,-1.02,-1.01,-0.26,0.11,-0.09,-0.17,-0.9,0.14,-0.67,-0.5,-0.48,-22.08,1,1
2015/10/28,1.13,0.9,1.31,1.18,-0.8,1.3,-0.1,0.67,-1.72,1.73,-0.41,-0.64,16.59,0,0
2015/10/29,-0.13,-0.1,-0.29,-0.04,-0.6,-0.42,-0.41,0.17,0.36,-2.99,-1.1,-1.02,7.17,0,0
2015/10/30,-0.52,0.24,0.46,-0.48,-0.79,-0.4,-0.23,0.78,-0.14,0.85,-0.2,0.25,17.22,0,0
2015/11/2,0.94,0.38,0.93,1.19,-1.19,1.45,0.28,-2.1,-1.7,0.91,0.71,0.15,28.44,3,3
2015/11/4,-0.28,0.25,-0.97,-0.35,2.15,-0.05,0.21,1.3,4.31,0.27,1.65,1.87,1.71,0,0
2015/11/5,-0.02,0.64,0.39,-0.11,-0.01,-0.29,-0.16,1.0,1.83,-2.1,-0.08,-0.14,7.43,0,0
2015/11/6,0.26,0.08,0.92,-0.03,-0.8,0.38,-0.41,0.78,1.91,2.59,-1.77,-2.06,9.1,0,0
2015/11/9,-1.0,-1.46,-1.57,-0.98,-0.61,-1.01,-0.75,1.96,1.58,-0.97,-0.59,-0.67,-27.93,1,1
2015/11/10,0.16,0.02,0.16,0.15,-1.43,-0.24,-1.44,0.15,-0.18,-1.79,-1.22,-1.11,6.73,0,0
2015/11/11,-0.32,0.82,0.7,-0.32,-0.22,-0.32,0.03,0.1,0.27,0.05,-1.43,-1.79,11.75,0,0
2015/11/12,-1.44,-1.94,-1.15,-1.4,2.4,-1.22,-0.2,0.03,-0.48,-1.29,0.16,0.99,-25.98,1,1
2015/11/13,-1.16,-1.0,-0.69,-1.12,-2.15,-1.54,-1.01,-0.51,-1.43,-0.93,-1.17,-1.22,-51.38,1,1
2015/11/16,1.38,-0.08,0.05,1.49,-1.72,1.15,-1.53,-1.04,0.73,1.29,-0.41,-0.79,73.74,3,4
2015/11/17,0.04,2.77,2.41,-0.13,1.15,0.03,1.06,1.22,-0.06,0.58,1.5,1.83,12.83,0,0
2015/11/18,1.42,-0.62,-0.1,1.62,-0.34,1.79,-0.04,0.09,-1.01,0.96,-0.94,-1.2,41.62,3,3
2015/11/19,-0.02,0.17,1.14,-0.11,1.41,-0.03,1.33,1.07,1.36,0.23,1.64,2.02,-4.55,0,0
2015/11/20,0.51,-0.08,0.31,0.38,1.13,0.62,0.05,0.1,0.37,0.32,-0.14,-0.04,15.14,0,0
2015/11/24,0.11,-1.41,-1.43,0.12,-0.35,0.01,0.63,0.23,0.16,1.28,-1.01,-0.93,7.4,0,0
2015/11/25,0.01,1.51,2.15,-0.01,-0.4,0.26,-0.34,-0.39,0.88,0.07,-0.17,-0.15,25.03,3,3
2015/11/27,0.0,-0.32,-0.24,0.06,-1.87,0.22,-0.08,-0.3,-5.48,0.66,-1.02,-1.25,-58.57,1,1
2015/11/30,-0.52,0.56,0.78,-0.46,-0.33,-0.37,-1.82,-0.69,0.26,0.99,-0.93,-1.07,38.66,3,3
2015/12/1,0.95,-0.87,-1.06,1.07,1.75,0.93,1.6,1.34,0.32,1.39,1.71,1.92,12.66,0,0
2015/12/2,-0.89,-0.18,-0.63,-1.1,0.44,-0.64,-0.72,-0.37,2.33,-0.56,-0.07,-0.05,-32.86,1,1
2015/12/3,-1.42,-3.58,-3.58,-1.44,-0.28,-1.67,-0.76,0.01,1.35,-0.58,-0.02,0.28,-32.36,1,1
2015/12/4,2.12,-0.33,-0.34,2.05,-0.81,2.08,-0.99,-2.18,-1.67,1.88,-0.68,-0.86,33.87,3,3
2015/12/7,-0.66,0.88,1.25,-0.7,-0.15,-0.79,-0.54,0.99,0.34,-0.96,0.66,0.89,-12.21,0,0
2015/12/8,-0.92,-1.57,-1.95,-0.65,-1.34,-0.07,-0.75,-1.04,-1.89,-0.85,-1.31,-1.61,-14.0,0,0
2015/12/9,-0.43,-0.95,-0.76,-0.77,-0.46,-1.48,-0.04,-0.98,0.07,-1.29,-1.37,-1.32,-15.35,0,0
2015/12/10,0.47,-0.05,0.06,0.23,-0.45,0.44,0.2,-1.32,-0.49,0.59,-0.16,-0.39,1.16,0,0
2015/12/11,-1.76,-1.84,-2.44,-1.94,-1.11,-2.21,-0.18,0.97,-0.61,-1.99,-1.22,-1.43,-57.22,1,1
2015/12/14,0.6,-1.68,-1.94,0.48,-0.72,0.38,-1.07,-1.8,2.51,-0.65,-0.93,-0.15,34.32,3,3
2015/12/15,0.9,3.16,3.07,1.06,-0.17,0.87,0.27,-1.68,-0.29,1.52,0.41,0.07,70.68,3,4
2015/12/16,1.28,0.22,0.18,1.45,2.01,1.52,1.88,2.61,0.17,0.78,1.38,1.65,29.96,3,3
2015/12/17,-1.43,1.14,2.57,-1.5,0.79,-1.35,0.43,1.59,1.81,-1.49,1.65,1.36,-47.26,1,1
2015/12/18,-2.1,-1.12,-1.21,-1.78,-0.53,-1.59,-0.13,-1.9,-0.03,-1.21,-0.75,1.36,-29.27,1,1
2015/12/21,0.72,-1.3,-1.04,0.78,0.17,0.93,0.3,-0.37,1.77,1.9,0.3,0.62,0.86,0,0
2015/12/22,0.96,0.05,-0.09,0.88,0.18,0.65,0.57,-0.16,0.26,0.15,0.13,-0.04,3.84,0,0
2015/12/28,-0.14,-0.97,-0.69,-0.22,-0.99,-0.15,-1.34,0.56,-2.6,-0.39,-0.06,-0.21,-9.22,0,0
2015/12/29,1.1,1.81,1.94,1.06,0.36,1.33,0.11,0.58,0.85,1.2,-0.77,-0.8,19.46,0,3
2015/12/30,-0.66,-0.52,-1.08,-0.72,-0.53,-0.82,-0.25,0.27,0.26,-0.99,-0.17,-0.34,-6.22,0,0
2016/1/4,-1.58,-2.47,-4.28,-1.53,-2.68,-2.08,-2.17,-3.06,-6.86,-1.09,-2.68,-2.42,-9.26,0,0
2016/1/5,0.06,0.34,0.26,0.2,-0.65,-0.24,0.61,-0.42,-0.26,-1.04,-0.48,-0.59,-10.86,0,0
2016/1/6,-1.47,-1.26,-0.93,-1.31,-0.98,-1.14,-0.26,-0.99,2.25,-2.81,-1.05,-0.67,-27.15,1,1
2016/1/7,-2.32,-1.72,-2.29,-2.37,-3.09,-3.03,-1.1,-2.33,-7.04,-3.32,-1.73,-2.16,-40.86,1,1
2016/1/8,-1.02,-1.59,-1.31,-1.08,0.59,-0.98,0.7,-0.39,1.97,-1.6,0.53,0.81,-38.17,1,1
2016/1/12,0.72,1.53,1.63,0.78,-0.89,1.03,-0.21,-2.71,0.2,0.83,-0.26,-0.39,31.11,3,3
2016/1/13,-2.21,0.3,-0.25,-2.5,1.13,-3.41,1.34,2.88,-2.42,-3.14,0.72,1.28,-72.52,1,1
2016/1/14,1.41,-1.8,-1.67,1.67,-0.59,1.97,-0.85,-2.68,1.97,2.05,-1.04,-1.15,66.12,3,3
2016/1/15,-2.39,-2.38,-2.54,-2.16,-1.5,-2.74,-1.11,-0.54,-3.55,-4.53,0.25,-0.65,-83.34,1,2
2016/1/19,0.17,1.97,1.5,0.05,2.07,-0.26,0.6,0.55,3.22,0.15,0.56,0.73,-19.71,0,1
2016/1/20,-1.56,-3.45,-2.82,-1.17,-3.82,-0.12,-2.34,-3.71,-1.03,0.65,-1.98,-2.05,14.05,0,0
2016/1/21,0.74,1.97,1.94,0.52,-1.82,0.01,-0.27,-2.43,-3.23,1.49,-0.46,0.25,65.0,3,3
2016/1/22,1.33,3.1,1.99,2.03,2.9,2.66,2.11,5.88,1.25,1.85,1.2,1.77,57.55,3,3
2016/1/25,-1.29,-0.58,-0.29,-1.56,1.36,-1.58,0.74,0.9,0.75,-1.44,1.78,1.1,-62.05,1,1
2016/1/26,1.78,1.05,0.89,1.41,-2.48,1.09,-1.15,-2.35,-6.42,1.03,-0.83,-0.71,34.99,3,3
2016/1/27,-1.38,0.54,0.59,-1.09,1.02,-2.18,1.4,2.72,-0.52,-1.2,0.27,0.78,-24.61,1,1
2016/1/28,0.79,-1.33,-2.44,0.55,0.75,0.86,0.48,-0.71,-2.92,-0.31,0.7,0.22,-24.32,1,1
2016/2/1,-0.1,-0.56,-0.41,-0.04,-0.45,0.14,0.67,1.98,-1.78,0.48,0.94,-0.49,-15.44,0,0
2016/2/2,-1.8,-2.47,-1.81,-1.87,-0.76,-2.24,-0.95,-0.64,2.26,-3.39,-0.32,-0.26,-14.02,0,0
2016/2/16,1.39,-0.11,-0.78,1.65,1.08,2.27,1.4,0.2,3.29,3.5,1.8,2.01,28.66,3,3
2016/2/17,1.59,2.99,2.65,1.65,-1.03,2.21,-0.23,-1.36,1.08,2.39,0.03,0.07,47.49,3,3
2016/2/18,-0.25,0.15,0.92,-0.47,2.32,-1.03,1.32,2.28,-0.16,-0.58,1.22,1.15,-22.84,1,1
2016/2/19,-0.13,-0.39,-0.8,0.0,-0.4,0.38,0.39,-1.42,-0.1,0.49,0.12,0.23,-9.25,0,0
2016/2/22,1.4,1.79,1.98,1.45,0.93,1.47,0.01,0.9,2.35,1.58,0.02,-0.06,6.91,0,0
2016/2/23,-1.14,-1.4,-1.64,-1.25,-0.25,-1.47,-0.11,-0.37,-0.81,-1.65,0.1,0.22,-1.98,0,0
2016/2/24,0.32,-1.96,-2.64,0.44,-1.15,0.87,-0.09,-0.85,0.88,1.4,-0.62,-0.85,21.32,3,3
2016/2/25,1.29,2.24,1.79,1.13,-1.58,0.87,0.32,1.41,-6.41,1.26,1.0,1.09,14.67,0,0
2016/3/2,0.2,0.41,0.61,0.41,3.07,0.29,1.6,4.11,4.26,0.53,0.69,0.82,25.0,3,3
2016/3/3,0.26,-0.2,-0.25,0.35,-0.31,0.09,0.55,1.28,0.35,0.09,0.79,0.56,-0.42,0,0
2016/3/4,0.37,0.92,0.74,0.33,1.18,0.2,-0.13,0.32,0.5,1.05,0.37,0.44,13.19,0,0
2016/3/7,0.4,-0.32,-0.46,0.09,-0.08,-0.19,0.11,-0.61,0.81,0.32,0.19,0.05,-3.69,0,0
2016/3/8,-0.64,-0.86,-0.88,-1.12,-0.73,-1.26,-0.6,-0.76,0.14,-2.25,0.05,0.12,-15.21,0,0
2016/3/9,0.21,0.49,0.31,0.51,-0.08,0.55,0.35,-0.84,-1.34,0.82,-0.35,0.07,-0.45,0,0
2016/3/10,-0.03,-1.7,-2.31,0.02,-0.06,-0.26,0.84,1.26,-2.02,0.51,0.31,0.27,2.59,0,0
2016/3/11,1.28,3.27,3.51,1.64,1.08,1.85,0.11,0.51,0.2,1.94,0.52,0.76,40.34,3,3
2016/3/14,0.09,0.31,1.62,-0.13,1.17,0.04,0.04,1.74,1.75,-0.42,0.48,0.41,-2.33,0,0
2016/3/15,0.13,-0.75,-0.56,-0.18,-0.72,-0.45,-0.12,-0.68,0.17,-0.14,-1.56,-1.58,26.45,3,3
2016/3/16,0.43,-0.22,0.5,0.56,-0.15,0.75,0.25,-0.83,0.21,0.88,1.02,1.02,64.37,3,3
2016/3/17,0.9,-0.45,-0.91,0.66,1.21,0.23,0.66,-0.22,1.2,0.72,0.41,0.47,12.51,0,0
2016/3/18,0.69,0.44,0.59,0.44,0.82,0.43,0.21,-1.25,1.73,1.36,0.87,0.75,15.45,0,0
2016/3/22,-0.23,0.09,0.42,-0.09,-0.08,0.27,0.35,1.94,-0.64,-0.1,-0.31,0.07,-7.8,0,0
2016/3/23,-0.45,-0.18,0.33,-0.64,-0.25,-1.1,-0.08,-0.28,0.35,-1.31,-0.22,-0.33,-20.67,1,1
2016/3/24,0.08,-2.13,-1.71,-0.04,-1.31,0.1,-0.46,-0.64,-1.63,-0.05,-0.26,0.01,14.76,0,0
2016/3/29,0.56,0.85,0.37,0.88,0.1,1.67,0.62,-0.18,-1.28,1.34,-0.84,-0.98,7.58,0,0
2016/3/30,0.47,1.78,1.6,0.44,2.15,0.47,0.36,-1.31,2.77,0.99,1.39,1.62,20.18,3,3
2016/3/31,-0.18,-1.34,-0.81,-0.2,-0.13,0.01,-0.31,-0.71,0.11,-0.57,0.09,-0.29,-44.45,1,1
2016/4/6,0.64,0.81,0.64,1.05,0.15,1.59,0.44,-0.11,-0.08,1.02,-1.67,-1.95,9.95,0,0
2016/4/7,-0.98,-0.9,-0.98,-1.2,0.29,-1.47,0.13,0.22,-1.38,-1.59,-0.27,-0.24,-25.47,1,1
2016/4/8,0.2,1.35,0.96,0.28,0.51,0.05,-0.09,0.46,-0.78,0.58,0.6,0.55,-22.54,1,1
2016/4/11,-0.12,0.22,0.63,-0.27,0.35,-0.36,-0.09,-0.44,1.64,-0.11,0.25,0.34,-1.38,0,0
2016/4/12,0.94,0.77,0.81,0.97,0.31,0.8,0.56,1.13,-0.34,-0.13,-0.37,-0.23,31.61,3,3
2016/4/14,0.1,0.47,0.67,0.02,0.85,-0.03,1.75,3.23,0.51,-0.86,0.18,0.29,-33.48,1,1
2016/4/15,-0.16,-0.36,-0.42,-0.1,-0.1,-0.16,-0.06,-0.37,-0.14,-0.85,0.38,0.65,-18.59,0,1
2016/4/18,0.6,0.26,0.68,0.65,-0.73,0.44,-0.28,-3.4,-1.44,0.07,-0.4,-0.83,35.74,3,3
2016/4/19,0.27,1.32,2.27,0.31,1.3,-0.4,0.11,3.68,0.3,-1.24,-0.37,-0.09,15.37,0,0
2016/4/20,0.24,0.56,0.69,0.08,-0.93,0.16,-0.27,0.19,-2.31,0.98,-1.38,-1.35,34.66,3,3
2016/4/21,-0.63,-0.2,0.14,-0.52,1.82,-0.05,0.81,2.7,-0.66,-0.67,0.64,1.04,-8.44,0,0
2016/4/22,0.12,-0.29,-0.6,0.0,-0.72,-0.8,-0.33,1.2,0.22,0.2,-0.38,-0.38,5.39,0,0
2016/4/25,-0.15,-0.52,-0.76,-0.18,-0.76,-0.21,-0.05,-0.76,-0.42,-0.55,0.29,0.32,-3.91,0,0
2016/4/26,0.07,-0.28,-0.34,0.19,0.48,-0.15,0.25,-0.49,0.61,1.37,0.25,0.54,-20.2,1,1
2016/4/27,0.28,0.58,0.39,0.16,-0.21,-0.51,-0.21,-0.36,-0.37,1.01,-0.22,-0.15,23.87,3,3
2016/4/28,-1.17,-0.04,0.21,-0.92,0.12,-1.19,-0.72,-3.61,-0.27,-2.73,-1.04,-1.67,-49.83,1,1
2016/5/9,-0.2,0.5,1.12,0.08,0.23,0.3,-0.45,0.68,-2.79,-0.15,-0.18,0.11,-12.12,0,0
2016/5/10,1.26,0.36,0.65,1.25,0.43,1.26,0.75,2.15,0.02,1.22,0.3,0.46,26.63,3,3
2016/5/11,-1.21,-0.5,-0.7,-0.96,-0.93,-1.02,-0.12,0.08,0.16,-0.31,-0.25,-0.33,-12.78,0,0
2016/5/12,0.05,-0.54,-1.13,-0.02,-0.7,-0.49,-0.13,0.41,-0.04,-1.79,-0.34,-0.49,-12.12,0,0
2016/5/13,-1.05,0.62,0.92,-0.85,-0.99,-0.41,-0.53,-1.41,-0.31,0.39,-0.67,-0.78,-18.48,0,1
2016/5/17,-1.02,-0.34,-0.63,-0.94,1.18,-1.25,0.01,1.13,-0.25,-0.69,0.9,1.08,-24.87,1,1
2016/5/18,-0.02,0.51,0.54,0.02,-1.45,0.5,-0.58,-0.05,-1.27,1.64,0.24,0.02,0.25,0,0
2016/5/19,-0.52,-0.85,-1.48,-0.37,-0.67,-0.56,-0.51,0.01,-0.02,-0.71,-0.78,-0.91,12.7,0,0
2016/5/20,0.38,1.67,1.23,0.6,0.8,1.21,0.05,0.54,0.66,3.15,0.44,0.88,19.12,0,0
2016/5/23,-0.05,-0.66,-0.74,-0.21,-0.22,-0.08,0.39,-0.49,0.64,0.66,2.62,3.0,-14.75,0,0
2016/5/24,1.22,2.46,2.18,1.37,0.11,2.0,-0.9,-0.94,-0.77,2.42,-0.52,-0.72,52.18,3,3
2016/5/25,0.82,1.13,1.47,0.7,2.71,0.7,1.18,1.57,-0.23,0.56,1.15,1.22,4.69,0,0
2016/5/26,-0.13,0.69,0.66,-0.02,0.14,0.14,-0.18,0.09,0.26,0.31,-0.02,0.01,21.47,3,3
2016/5/27,0.25,0.05,0.13,0.43,0.88,0.65,0.62,0.37,-0.05,0.6,0.83,0.94,13.01,0,0
2016/5/31,-0.48,-0.53,-0.68,-0.1,0.9,0.29,0.83,0.98,3.34,0.52,0.0,0.07,-19.51,0,1
2016/6/1,0.01,-0.67,-0.57,0.11,-0.26,0.08,-0.03,-1.62,-0.11,0.56,0.72,0.62,1.31,0,0
2016/6/2,0.27,-0.21,0.03,0.28,0.47,0.39,0.12,-2.32,0.4,0.02,-0.48,-0.14,9.16,0,0
2016/6/7,0.1,1.19,1.65,0.13,1.42,-0.14,1.3,0.58,0.07,0.97,0.96,1.08,24.76,3,3
2016/6/13,-0.74,-1.85,-1.8,-0.81,-2.52,-0.94,-1.91,-3.51,-3.21,-0.52,-2.06,-2.16,-22.71,1,1
2016/6/14,-0.33,-2.29,-1.43,-0.18,-0.61,-0.1,-0.36,-1.0,0.32,0.01,0.47,0.59,-9.69,0,0
2016/6/15,-0.2,1.0,0.92,-0.18,0.39,-0.18,-0.16,0.38,1.58,-0.09,0.35,0.31,-23.18,1,1
2016/6/16,0.53,-0.45,-0.59,0.31,-2.1,0.21,-0.86,-3.05,-0.5,-0.01,-1.3,-1.55,44.14,3,3
2016/6/17,-0.33,0.98,0.85,-0.33,0.66,-0.92,0.07,1.07,0.43,-0.82,0.87,1.38,44.18,3,3
2016/6/20,0.73,3.5,3.43,0.58,1.69,0.77,1.42,2.34,0.13,1.16,0.68,0.88,7.29,0,0
2016/6/21,0.14,0.61,0.54,0.27,0.77,0.14,0.08,1.28,-0.35,0.33,0.68,0.48,-9.73,0,0
2016/6/22,-0.27,0.29,0.55,-0.17,0.61,-0.22,0.5,-0.64,0.94,-0.16,0.36,-0.01,-10.17,0,0
2016/6/23,1.29,1.96,1.85,1.34,0.35,1.59,-0.29,1.07,-0.47,2.64,-0.45,0.0,7.85,0,0
2016/6/24,-3.39,-8.04,-6.82,-3.59,-2.92,-4.12,-3.09,-7.92,-1.3,-5.76,-2.3,-3.21,-70.7,1,1
2016/6/27,-1.5,-1.86,-3.02,-1.81,-0.16,-2.41,0.08,2.39,1.45,-4.01,-0.21,1.06,-20.11,1,1
2016/6/28,1.57,1.45,1.93,1.78,-0.27,2.12,0.49,0.09,0.58,2.69,0.55,0.6,24.86,3,3
2016/6/29,1.64,2.6,1.75,1.7,1.31,1.86,1.04,1.59,0.65,2.05,0.95,0.72,28.9,3,3
2016/6/30,1.33,1.0,0.71,1.36,1.75,1.33,0.72,0.06,-0.07,1.81,0.93,0.97,25.9,3,3
2016/7/5,-0.61,-1.69,-1.82,-0.68,-1.46,-0.82,-0.27,-0.67,0.6,-1.82,-0.51,-0.27,-42.54,1,1
2016/7/6,0.44,-1.88,-1.67,0.54,-1.23,0.75,-1.85,-1.85,0.36,0.15,-1.61,-1.65,29.63,3,3
